entidad	nom_ent	mun	nom_mun	pobtot
31	Yucatán	83	Telchac Puerto	1726
31	Yucatán	84	Temax	6817
31	Yucatán	86	Tepakán	2226
31	Yucatán	87	Tetiz	4725
31	Yucatán	88	Teya	1977
31	Yucatán	90	Timucuy	6833
31	Yucatán	92	Tixcacalcupul	6665
31	Yucatán	94	Tixmehuac	4746
31	Yucatán	95	Tixpéhual	5388
31	Yucatán	97	Tunkás	3464
31	Yucatán	99	Uayma	3782
31	Yucatán	100	Ucú	3469
31	Yucatán	103	Xocchel	3236
31	Yucatán	105	Yaxkukul	2868
31	Yucatán	106	Yobaín	2137
32	Zacatecas	1	Apozol	6314
32	Zacatecas	2	Apulco	5005
32	Zacatecas	3	Atolinga	2692
32	Zacatecas	4	Benito Juárez	4372
32	Zacatecas	6	Cañitas de Felipe Pescador	8239
32	Zacatecas	11	Trinidad García de la Cadena	3013
32	Zacatecas	12	Genaro Codina	8104
32	Zacatecas	13	General Enrique Estrada	5894
32	Zacatecas	15	El Plateado de Joaquín Amaro	1609
32	Zacatecas	18	Huanusco	4306
32	Zacatecas	21	Jiménez del Teul	4584
32	Zacatecas	27	Melchor Ocampo	2662
32	Zacatecas	28	Mezquital del Oro	2584
32	Zacatecas	30	Momax	2529
32	Zacatecas	31	Monte Escobedo	8929
32	Zacatecas	33	Moyahua de Estrada	4563
32	Zacatecas	41	El Salvador	2710
32	Zacatecas	43	Susticacán	1360
32	Zacatecas	45	Tepechitlán	8215
32	Zacatecas	46	Tepetongo	7090
32	Zacatecas	47	Teúl de González Ortega	5506
32	Zacatecas	50	Vetagrande	9353
32	Zacatecas	58	Santa María de la Paz	2821
